city,loc,pop,state,zip
TURTLE CREEK,"[-79.822046, 40.41135]",8157,PA,15145
MONROEVILLE,"[-79.762279, 40.429026]",29228,PA,15146
VERONA,"[-79.834535, 40.492727]",20843,PA,15147
WALL,"[-79.803033, 40.393416]",3074,PA,15148
ARSENAL,"[-79.952524, 40.474536]",15278,PA,15201
BELLEVUE,"[-80.066966, 40.501321]",22168,PA,15202
CARSON,"[-79.977556, 40.425439]",11012,PA,15203
CORLISS,"[-80.061056, 40.455569]",10266,PA,15204
CRAFTON,"[-80.073393, 40.438045]",24562,PA,15205
EAST LIBERTY,"[-79.919267, 40.468885]",37220,PA,15206
HAZELWOOD,"[-79.933935, 40.401206]",15095,PA,15207
HOMEWOOD,"[-79.898474, 40.454955]",16136,PA,15208
MILLVALE,"[-79.97401, 40.49718]",15034,PA,15209
MOUNT OLIVER,"[-79.987405, 40.408541]",35727,PA,15210
MOUNT WASHINGTON,"[-80.012156, 40.42908]",13333,PA,15211
ALLEGHENY,"[-80.013128, 40.468873]",35280,PA,15212
OAKLAND,"[-79.954428, 40.44372]",31142,PA,15213
OBSERVATORY,"[-80.01393, 40.481309]",19981,PA,15214
ASPINWALL,"[-79.917513, 40.499225]",12801,PA,15215
SOUTH HILLS,"[-80.035727, 40.399584]",26700,PA,15216
SQUIRREL HILL,"[-79.924973, 40.431852]",27450,PA,15217
SWISSVALE,"[-79.887591, 40.424468]",16501,PA,15218
UPTOWN,"[-79.977229, 40.44539]",18924,PA,15219
PARKWAY CENTER,"[-80.051202, 40.417405]",19228,PA,15220
WILKINSBURG,"[-79.870243, 40.438352]",39410,PA,15221
DOWNTOWN,"[-80.000556, 40.442111]",1763,PA,15222
ETNA,"[-79.95145, 40.50428]",7261,PA,15223
BLOOMFIELD,"[-79.945445, 40.464215]",14742,PA,15224
NEVILLE ISLAND,"[-80.137027, 40.513819]",1273,PA,15225
BROOKLINE,"[-80.015759, 40.394628]",15607,PA,15226
BRENTWOOD,"[-79.975816, 40.37619]",27563,PA,15227
MOUNT LEBANON,"[-80.043186, 40.371326]",18660,PA,15228
WEST VIEW,"[-80.035685, 40.519321]",15127,PA,15229
SHADYSIDE,"[-79.932557, 40.453598]",10936,PA,15232
KILBUCK,"[-80.029965, 40.460425]",5918,PA,15233
CASTLE SHANNON,"[-80.017907, 40.369424]",14952,PA,15234
PENN HILLS,"[-79.826892, 40.4605]",41997,PA,15235
CASTE VILLAGE,"[-79.976894, 40.345244]",36047,PA,15236
MC KNIGHT,"[-80.034939, 40.552238]",39733,PA,15237
BLAWNOX,"[-79.877423, 40.515077]",10776,PA,15238
PLUM,"[-79.734505, 40.477693]",20793,PA,15239
UPPER SAINT CLAI,"[-80.07921, 40.332174]",20276,PA,15241
CEDARHURST,"[-80.072425, 40.373797]",14242,PA,15243
WASHINGTON,"[-80.255957, 40.171687]",48612,PA,15301
ALEPPO,"[-80.457918, 39.824647]",656,PA,15310
AMITY,"[-80.194865, 40.061786]",1458,PA,15311
AVELLA,"[-80.456503, 40.273386]",3681,PA,15312
BEALLSVILLE,"[-80.025056, 40.064503]",530,PA,15313
BENTLEYVILLE,"[-80.006987, 40.118702]",2673,PA,15314
MC MURRAY,"[-80.153153, 40.270743]",29555,PA,15317
CARMICHAELS,"[-79.971007, 39.882548]",6702,PA,15320
CECIL,"[-80.20437, 40.322813]",3257,PA,15321
CLARKSVILLE,"[-80.012386, 39.994064]",3186,PA,15322
CLAYSVILLE,"[-80.385904, 40.137557]",6836,PA,15323
COKEBURG,"[-80.065152, 40.100801]",854,PA,15324
DILLINER,"[-79.977135, 39.755536]",2407,PA,15327
PROSPERITY,"[-80.261257, 40.0224]",1633,PA,15329
EIGHTY FOUR,"[-80.062695, 40.186821]",5021,PA,15330
ELLSWORTH,"[-80.020364, 40.107321]",1040,PA,15331
FINLEYVILLE,"[-79.97531, 40.259301]",8838,PA,15332
FREDERICKTOWN,"[-80.030937, 40.023749]",770,PA,15333
GRAYSVILLE,"[-80.395223, 39.909165]",468,PA,15337
GREENSBORO,"[-79.93992, 39.804482]",2164,PA,15338
HICKORY,"[-80.302508, 40.292511]",2064,PA,15340
HOLBROOK,"[-80.338455, 39.848878]",1247,PA,15341
HOUSTON,"[-80.220937, 40.242492]",6060,PA,15342
JEFFERSON,"[-80.050286, 39.933391]",2154,PA,15344
MARIANNA,"[-80.114506, 40.033067]",2695,PA,15345
MATHER,"[-80.085353, 39.945226]",2856,PA,15346
DAVISTOWN,"[-80.096763, 39.744289]",1719,PA,15349
NEW FREEPORT,"[-80.454228, 39.750728]",833,PA,15352
NINEVEH,"[-80.312809, 39.974328]",884,PA,15353
RICES LANDING,"[-79.985701, 39.943993]",2095,PA,15357
ROGERSVILLE,"[-80.283665, 39.900515]",313,PA,15359
SCENERY HILL,"[-80.091414, 40.099378]",2027,PA,15360
SPRAGGS,"[-80.262186, 39.761038]",1682,PA,15362
STRABANE,"[-80.146156, 40.216914]",2386,PA,15363
SYCAMORE,"[-80.228199, 39.95273]",395,PA,15364
VENETIA,"[-80.059849, 40.275451]",3568,PA,15367
WAYNESBURG,"[-80.179524, 39.891691]",11246,PA,15370
WEST ALEXANDER,"[-80.497769, 40.106514]",1642,PA,15376
WEST FINLEY,"[-80.440806, 39.991397]",1313,PA,15377
WIND RIDGE,"[-80.464665, 39.897106]",554,PA,15380
UNIONTOWN,"[-79.728216, 39.889733]",34582,PA,15401
ADAH,"[-79.890827, 39.883100999999996]",596,PA,15410
ADDISON,"[-79.319334, 39.761195]",1158,PA,15411
ALLENPORT,"[-79.854194, 40.089845]",665,PA,15412
ALLISON,"[-79.875675, 39.982566]",326,PA,15413
WEST BROWNSVILLE,"[-79.920609, 40.02671]",9133,PA,15417
CALIFORNIA,"[-79.895319, 40.062529]",5778,PA,15419
COAL CENTER,"[-79.8839, 40.097272]",482,PA,15423
LISTONBURG,"[-79.351304, 39.821247]",1998,PA,15424
SOUTH CONNELLSVI,"[-79.587838, 40.025037]",25516,PA,15425
DAISYTOWN,"[-79.967036, 40.074349]",1858,PA,15427
DAWSON,"[-79.660224, 40.063767]",1673,PA,15428
DUNBAR,"[-79.64305, 39.972171]",2947,PA,15431
DUNLEVY,"[-79.862703, 40.115077]",417,PA,15432
EAST MILLSBORO,"[-79.966442, 39.982214]",104,PA,15433
ELCO,"[-79.875836, 40.079671]",373,PA,15434
FAIRCHANCE,"[-79.755051, 39.822876]",1918,PA,15436
FARMINGTON,"[-79.583185, 39.806995]",3296,PA,15437
FAYETTE CITY,"[-79.836584, 40.098799]",921,PA,15438
GIBBON GLADE,"[-79.573603, 39.736357]",94,PA,15440
GRINDSTONE,"[-79.840447, 40.008415]",6843,PA,15442
HILLER,"[-79.899936, 40.004496]",2028,PA,15444
HOPWOOD,"[-79.705945, 39.868868]",3367,PA,15445
INDIAN HEAD,"[-79.393387, 40.020195]",181,PA,15446
LA BELLE,"[-79.937024, 39.973829]",2169,PA,15450
LAKE LYNN,"[-79.86184, 39.750065]",2217,PA,15451
LEMONT FURNACE,"[-79.647684, 39.931057]",1638,PA,15456
LAMBERTON,"[-79.859022, 39.890185]",4703,PA,15458
MARKLEYSBURG,"[-79.46003, 39.759723]",2052,PA,15459
GRAYS LANDING,"[-79.893813, 39.83495]",6033,PA,15461
MELCROFT,"[-79.3587, 40.064789]",77,PA,15462
MERRITTSTOWN,"[-79.874447, 39.964854]",1830,PA,15463
MILL RUN,"[-79.462219, 39.967985]",1972,PA,15464
NEW SALEM,"[-79.80407, 39.940747]",4509,PA,15468
NORMALVILLE,"[-79.415061, 40.041793]",3814,PA,15469
OHIOPYLE,"[-79.48846, 39.873202]",815,PA,15470
OLIVER,"[-79.715601, 39.911659]",2395,PA,15472
LAYTON,"[-79.754384, 40.085724]",1833,PA,15473
POINT MARION,"[-79.898986, 39.735124]",1474,PA,15474
REPUBLIC,"[-79.902914, 39.961427]",641,PA,15475
ROSCOE,"[-79.865617, 40.078686]",802,PA,15477
SMITHFIELD,"[-79.81268, 39.792305999999996]",2163,PA,15478
VAN METER,"[-79.731277, 40.144267]",1009,PA,15479
SMOCK,"[-79.767828, 39.996096]",986,PA,15480
STAR JUNCTION,"[-79.755461, 40.083198]",2803,PA,15482
STOCKDALE,"[-79.850103, 40.082567]",630,PA,15483
VANDERBILT,"[-79.695518, 40.024581]",2706,PA,15486
WALTERSBURG,"[-79.780336, 39.990465]",237,PA,15488
WHITE,"[-79.425117, 40.072596]",138,PA,15490
SOMERSET,"[-79.080814, 40.024813]",18303,PA,15501
ALUM BANK,"[-78.620591, 40.185833]",2175,PA,15521
BEDFORD,"[-78.526071, 39.990838]",10788,PA,15522
BERLIN,"[-78.963692, 39.918847]",4459,PA,15530
BOSWELL,"[-79.036179, 40.191807]",1681,PA,15531
BREEZEWOOD,"[-78.245271, 39.990521]",999,PA,15533
BUFFALO MILLS,"[-78.69962, 39.922025]",445,PA,15534
CLEARVILLE,"[-78.43918, 39.853284]",2304,PA,15535
CRYSTAL SPRING,"[-78.225836, 39.919973]",643,PA,15536
EVERETT,"[-78.371315, 40.009808]",7289,PA,15537
GLENCOE,"[-78.827522, 39.909046]",1350,PA,15538
FORT HILL,"[-79.23535, 39.877282]",305,PA,15540
FRIEDENS,"[-78.903298, 40.010997]",2065,PA,15541
GARRETT,"[-79.061561, 39.864581]",520,PA,15542
HYNDMAN,"[-78.733512, 39.804857]",2732,PA,15545
JENNERS,"[-79.054571, 40.147321]",4586,PA,15546
MANNS CHOICE,"[-78.642259, 39.980787]",1579,PA,15550
MARKLETON,"[-79.287851, 39.869096]",288,PA,15551
MEYERSDALE,"[-79.026141, 39.790489]",9276,PA,15552
NEW PARIS,"[-78.588569, 40.118876]",3982,PA,15554
ROCKWOOD,"[-79.186546, 39.937296]",5125,PA,15557
SALISBURY,"[-79.083516, 39.753052]",716,PA,15558
SCHELLSBURG,"[-78.648194, 40.04869]",1523,PA,15559
SPRINGS,"[-79.08895, 39.748895]",82,PA,15562
STOYSTOWN,"[-78.955978, 40.109886]",2690,PA,15563
GREENSBURG,"[-79.542439, 40.307359]",52186,PA,15601
ACME,"[-79.482747, 40.104891]",3862,PA,15610
ADAMSBURG,"[-79.656469, 40.312577]",255,PA,15611
ALVERTON,"[-79.558608, 40.127866]",2166,PA,15612
APOLLO,"[-79.577158, 40.556481]",18588,PA,15613
ARDARA,"[-79.733533, 40.362993]",450,PA,15615
ARMBRUST,"[-79.553884, 40.236097]",500,PA,15616
ARONA,"[-79.659104, 40.26799]",397,PA,15617
AVONMORE,"[-79.485264, 40.522125]",3306,PA,15618
BRADENVILLE,"[-79.309679, 40.296094]",139,PA,15620
CHAMPION,"[-79.324719, 40.043976]",109,PA,15622
DARRAGH,"[-79.678036, 40.260377]",159,PA,15625
DELMONT,"[-79.57638, 40.413901]",2852,PA,15626
DERRY,"[-79.332585, 40.334931]",10610,PA,15627
DONEGAL,"[-79.381043, 40.099613]",584,PA,15628
EVERSON,"[-79.587277, 40.091144]",868,PA,15631
EXPORT,"[-79.611021, 40.425185]",8364,PA,15632
GRAPEVILLE,"[-79.603189, 40.303804]",683,PA,15634
HARRISON CITY,"[-79.679754, 40.372455]",12018,PA,15636
HERMINIE,"[-79.717164, 40.245485]",3820,PA,15637
HUNKER,"[-79.582364, 40.214947]",1592,PA,15639
HYDE PARK,"[-79.589884, 40.631102]",542,PA,15641
NORTH HUNTINGDON,"[-79.723855, 40.319227]",36415,PA,15642
JEANNETTE,"[-79.614412, 40.32947]",20989,PA,15644
JONES MILLS,"[-79.339933, 40.07977]",226,PA,15646
LARIMER,"[-79.736627, 40.351842]",1731,PA,15647
LATROBE,"[-79.410278, 40.292625]",29529,PA,15650
LAUGHLINTOWN,"[-79.18058, 40.208025]",436,PA,15655
LEECHBURG,"[-79.620101, 40.634398]",11552,PA,15656
WILPEN,"[-79.236666, 40.245133]",9229,PA,15658
LOYALHANNA,"[-79.344157, 40.30199]",564,PA,15661
MADISON,"[-79.675978, 40.246669]",539,PA,15663
MANOR,"[-79.671221, 40.33822]",3848,PA,15665
MOUNT PLEASANT,"[-79.513383, 40.174179]",15336,PA,15666
MURRYSVILLE,"[-79.684154, 40.446674]",10965,PA,15668
NEW ALEXANDRIA,"[-79.396594, 40.398112]",2658,PA,15670
NEW DERRY,"[-79.300863, 40.333334]",2950,PA,15671
NEW STANTON,"[-79.618187, 40.223345]",3237,PA,15672
PENN,"[-79.641336, 40.330081]",619,PA,15675
RECTOR,"[-79.247331, 40.186444]",376,PA,15677
RILLTON,"[-79.728211, 40.282454]",1050,PA,15678
RUFFS DALE,"[-79.627743, 40.158458]",6385,PA,15679
SALTSBURG,"[-79.442844, 40.479239]",3922,PA,15681
SCOTTDALE,"[-79.593017, 40.102948]",6132,PA,15683
SLICKVILLE,"[-79.506654, 40.465347]",318,PA,15684
SPRING CHURCH,"[-79.454487, 40.615329]",1291,PA,15686
STAHLSTOWN,"[-79.344473, 40.138593]",2555,PA,15687
TARRS,"[-79.566101, 40.161915]",385,PA,15688
PARK,"[-79.565531, 40.605883]",9409,PA,15690
WESTMORELAND CIT,"[-79.547696, 40.276802]",2293,PA,15692
YOUNGWOOD,"[-79.582291, 40.239482]",3319,PA,15697
YUKON,"[-79.684941, 40.215529]",726,PA,15698
INDIANA,"[-79.159596, 40.619628]",28962,PA,15701
ANITA,"[-78.966637, 41.001806]",586,PA,15711
AULTMAN,"[-79.219791, 40.540083]",162,PA,15713
BARNESBORO,"[-78.777058, 40.673307]",3878,PA,15714
BLACK LICK,"[-79.193231, 40.466905]",1100,PA,15716
BLAIRSVILLE,"[-79.253329, 40.441262]",9738,PA,15717
BRUSH VALLEY,"[-79.058765, 40.528565]",1811,PA,15720
BURNSIDE,"[-78.786488, 40.813431]",350,PA,15721
CARROLLTOWN,"[-78.703676, 40.589054]",2644,PA,15722
CHERRY TREE,"[-78.847357, 40.755387]",2220,PA,15724
CLARKSBURG,"[-79.367676, 40.503933]",1369,PA,15725
CLYMER,"[-79.011863, 40.668811]",1499,PA,15728
COMMODORE,"[-78.913371, 40.701588]",3259,PA,15729
COOLSPRING,"[-78.922015, 40.951816]",44,PA,15730
CREEKSIDE,"[-79.201396, 40.719892]",2198,PA,15732
ERNEST,"[-79.096937, 40.704255]",3841,PA,15739
GLEN CAMPBELL,"[-78.855538, 40.850766]",1308,PA,15742
HAMILTON,"[-79.093987, 40.921432]",0,PA,15744
HOME,"[-79.164082, 40.783441]",926,PA,15747
GRACETON,"[-79.183942, 40.538375]",3677,PA,15748
LA JOSE,"[-78.62337, 40.830118]",1119,PA,15753
LUCERNEMINES,"[-79.157349, 40.545313]",3227,PA,15754
MC GEES MILLS,"[-78.72039, 40.889251]",1792,PA,15757
MARCHAND,"[-79.045151, 40.875411]",1302,PA,15758
MARION CENTER,"[-79.02524, 40.78135]",2085,PA,15759
MARSTELLER,"[-78.813356, 40.65004]",959,PA,15760
NICKTOWN,"[-78.811394, 40.601623000000004]",1395,PA,15762
NORTHPOINT,"[-79.125657, 40.903703]",49,PA,15763
OLIVEBURG,"[-79.038197, 40.996379]",8,PA,15764
PENN RUN,"[-78.971597, 40.626825]",4258,PA,15765
PUNXSUTAWNEY,"[-78.968056, 40.947937]",12377,PA,15767
RINGGOLD,"[-79.176581, 40.999731]",692,PA,15770
ROCHESTER MILLS,"[-78.997985, 40.819482]",253,PA,15771
ROSSITER,"[-78.941353, 40.884553]",1858,PA,15772
SAINT BENEDICT,"[-78.738332, 40.611845]",1544,PA,15773
SHELOCTA,"[-79.31907, 40.638787]",7854,PA,15774
SPANGLER,"[-78.769061, 40.648082]",2851,PA,15775
SPRANKLE MILLS,"[-79.077809, 41.01846]",980,PA,15776
STARFORD,"[-78.980317, 40.700971]",850,PA,15777
TIMBLIN,"[-79.20135, 40.968387]",178,PA,15778
VALIER,"[-79.083263, 40.922851]",44,PA,15780
WORTHVILLE,"[-79.138685, 41.023767]",65,PA,15784
DU BOIS,"[-78.752698, 41.126039]",17345,PA,15801
BENEZETT,"[-78.357621, 41.325318]",243,PA,15821
BROCKPORT,"[-78.712829, 41.28217]",1646,PA,15823
BROCKWAY,"[-78.811568, 41.240564]",6361,PA,15824
HAZEN,"[-79.064101, 41.159986]",9303,PA,15825
BYRNEDALE,"[-78.505126, 41.286459]",1892,PA,15827
CLARINGTON,"[-79.146557, 41.323272]",311,PA,15828
CORSICA,"[-79.175567, 41.182983]",1070,PA,15829
DRIFTWOOD,"[-78.163194, 41.376396]",526,PA,15832
EMPORIUM,"[-78.25361, 41.517689]",5219,PA,15834
FALLS CREEK,"[-78.812791, 41.145505]",1422,PA,15840
JOHNSONBURG,"[-78.67826, 41.492823]",3350,PA,15845
KERSEY,"[-78.60152, 41.356271]",3392,PA,15846
LUTHERSBURG,"[-78.742758, 41.05321]",2249,PA,15848
PENFIELD,"[-78.579111, 41.208519]",1395,PA,15849
REYNOLDSVILLE,"[-78.896147, 41.062935]",8758,PA,15851
PORTLAND MILLS,"[-78.729715, 41.431566]",7419,PA,15853
ROCKTON,"[-78.657662, 41.080571]",833,PA,15856
SAINT MARYS,"[-78.550533, 41.428949]",14020,PA,15857
SIGEL,"[-79.053957, 41.309921]",1103,PA,15860
SINNAMAHONING,"[-78.06607, 41.376197]",168,PA,15861
SUMMERVILLE,"[-79.172583, 41.105822]",1749,PA,15864
SYKESVILLE,"[-78.819508, 41.05137]",1387,PA,15865
WEEDVILLE,"[-78.495165, 41.268502]",195,PA,15868
WILCOX,"[-78.682295, 41.573471]",1870,PA,15870
JOHNSTOWN,"[-78.91408, 40.325957]",6649,PA,15901
JOHNSTOWN,"[-78.896905, 40.307787]",16012,PA,15902
JOHNSTOWN,"[-78.865383, 40.285026]",16858,PA,15904
JOHNSTOWN,"[-78.943006, 40.307188]",22509,PA,15905
JOHNSTOWN,"[-78.938317, 40.352193]",13249,PA,15906
JOHNSTOWN,"[-78.862284, 40.387965]",7944,PA,15909
ARMAGH,"[-79.013055, 40.442452]",2839,PA,15920
BOLIVAR,"[-79.160546, 40.367289]",2043,PA,15923
CAIRNBROOK,"[-78.810082, 40.114472]",2178,PA,15924
CENTRAL CITY,"[-78.844753, 40.091257]",2886,PA,15926
COLVER,"[-78.778432, 40.541086]",1531,PA,15927
DAVIDSVILLE,"[-78.936333, 40.224451]",244,PA,15928
EBENSBURG,"[-78.726294, 40.480105]",9386,PA,15931
HOLLSOPPLE,"[-78.951471, 40.234301]",7012,PA,15935
HOOVERSVILLE,"[-78.914071, 40.148776]",731,PA,15936
LILLY,"[-78.62306, 40.423844]",2252,PA,15938
LORETTO,"[-78.629357, 40.510484]",2771,PA,15940
MINERAL POINT,"[-78.835201, 40.379253]",420,PA,15942
NANTY GLO,"[-78.837504, 40.470435]",4680,PA,15943
NEW FLORENCE,"[-79.096803, 40.382266]",3949,PA,15944
PARKHILL,"[-78.869432, 40.359385]",120,PA,15945
PURITAN,"[-78.671753, 40.384201]",8160,PA,15946
ROBINSON,"[-79.137928, 40.407655]",829,PA,15949
SAINT MICHAEL,"[-78.782999, 40.336248]",1425,PA,15951
SALIX,"[-78.743704, 40.300627]",6215,PA,15952
SEANOR,"[-78.890897, 40.231191]",18,PA,15953
SEWARD,"[-79.023224, 40.409907]",1348,PA,15954
SIDMAN,"[-78.745966, 40.329873]",1235,PA,15955
SOUTH FORK,"[-78.788671, 40.362877]",2497,PA,15956
STRONGSTOWN,"[-78.912961, 40.56279]",678,PA,15957
SUMMERHILL,"[-78.755979, 40.388959]",2215,PA,15958
TWIN ROCKS,"[-78.860488, 40.518254]",1535,PA,15960
VINTONDALE,"[-78.94267, 40.493949]",2141,PA,15961
WINDBER,"[-78.830289, 40.228695]",11421,PA,15963
BON AIRE,"[-79.902717, 40.862096]",55158,PA,16001
BOYERS,"[-79.904692, 41.109205]",974,PA,16020
BRUIN,"[-79.729051, 41.057078]",637,PA,16022
MARWOOD,"[-79.770851, 40.779723]",3483,PA,16023
CHICORA,"[-79.746237, 40.945768]",4673,PA,16025
EAST BRADY,"[-79.630187, 40.974373]",2069,PA,16028
EAU CLAIRE,"[-79.798093, 41.13478]",371,PA,16030
EVANS CITY,"[-80.059195, 40.780795]",6859,PA,16033
FENELTON,"[-79.737152, 40.855464]",1753,PA,16034
FOXBURG,"[-79.653443, 41.160239]",988,PA,16036
HARMONY,"[-80.138117, 40.849646]",2049,PA,16037
HARRISVILLE,"[-79.979639, 41.163087]",3617,PA,16038
HILLIARDS,"[-79.821456, 41.100894]",1092,PA,16040
KARNS CITY,"[-79.716017, 41.002193]",3032,PA,16041
LYNDORA,"[-79.921401, 40.855071]",2232,PA,16045
MARS,"[-80.035769, 40.700514]",10192,PA,16046
PARKER,"[-79.688888, 41.100891]",3131,PA,16049
PETROLIA,"[-79.771069, 41.044208]",491,PA,16050
PORTERSVILLE,"[-80.172965, 40.948651]",3642,PA,16051
PROSPECT,"[-80.067903, 40.904941]",2224,PA,16052
RENFREW,"[-79.977004, 40.810003]",3180,PA,16053
SARVER,"[-79.74243, 40.714285]",8370,PA,16055
SAXONBURG,"[-79.835222, 40.736099]",4693,PA,16056
SLIPPERY ROCK,"[-80.046847, 41.045412]",12443,PA,16057
VALENCIA,"[-79.923527, 40.701831]",6437,PA,16059
WEST SUNBURY,"[-79.875134, 41.002601]",1999,PA,16061
ZELIENOPLE,"[-80.128564, 40.73136]",18300,PA,16063
NEW CASTLE,"[-80.328449, 40.99222]",36694,PA,16101
NEW CASTLE,"[-80.390704, 40.967745]",7186,PA,16102
NESHANNOCK,"[-80.342191, 41.033502]",14292,PA,16105
ADAMSVILLE,"[-80.376544, 41.506677]",287,PA,16110
ATLANTIC,"[-80.286251, 41.533313]",2390,PA,16111
BESSEMER,"[-80.493689, 40.975493]",1611,PA,16112
CLARKS MILLS,"[-80.175223, 41.385141]",1351,PA,16114
DARLINGTON,"[-80.455611, 40.796839]",3397,PA,16115
EDINBURG,"[-80.463178, 41.027614]",3240,PA,16116
ELLPORT,"[-80.274606, 40.859024]",19193,PA,16117
ENON VALLEY,"[-80.461182, 40.8721]",2421,PA,16120
FARRELL,"[-80.494442, 41.210995]",7619,PA,16121
FOMBELL,"[-80.207312, 40.812527]",2611,PA,16123
FREDONIA,"[-80.269871, 41.324141]",1772,PA,16124
SHENANGO,"[-80.380344, 41.399403]",19982,PA,16125
GROVE CITY,"[-80.084138, 41.160704]",14568,PA,16127
HADLEY,"[-80.153544, 41.43302]",3623,PA,16130
HARTSTOWN,"[-80.381321, 41.550875]",406,PA,16131
JACKSON CENTER,"[-80.103726, 41.280134]",1959,PA,16133
WESTFORD,"[-80.456459, 41.506031]",3328,PA,16134
MERCER,"[-80.234018, 41.23254]",11036,PA,16137
NEW GALILEE,"[-80.393904, 40.856891]",1852,PA,16141
NEW WILMINGTON,"[-80.324541, 41.138155]",9268,PA,16142
PULASKI,"[-80.468515, 41.094215]",3898,PA,16143
SANDY LAKE,"[-80.04974, 41.338337]",843,PA,16145
SHARON,"[-80.499342, 41.231552]",17457,PA,16146
HERMITAGE,"[-80.45303, 41.232601]",14573,PA,16148
SHARPSVILLE,"[-80.465642, 41.267648]",8962,PA,16150
STONEBORO,"[-80.097613, 41.34385]",2249,PA,16153
TRANSFER,"[-80.419742, 41.324401]",2662,PA,16154
VOLANT,"[-80.244129, 41.093767]",2114,PA,16156
WAMPUM,"[-80.339184, 40.881879]",5466,PA,16157
WEST MIDDLESEX,"[-80.452759, 41.174054]",5604,PA,16159
KITTANNING,"[-79.510675, 40.815516]",19140,PA,16201
ADRIAN,"[-79.507444, 40.904902]",726,PA,16210
CADOGAN,"[-79.579827, 40.75392]",427,PA,16212
CALLENSBURG,"[-79.55695, 41.132379]",688,PA,16213
CLARION,"[-79.377268, 41.212272]",8740,PA,16214
COOKSBURG,"[-79.19708, 41.338366]",36,PA,16217
COWANSVILLE,"[-79.594607, 40.922985]",1089,PA,16218
DAYTON,"[-79.268551, 40.874101]",1974,PA,16222
FAIRMOUNT CITY,"[-79.278405, 41.042861]",2104,PA,16224
FISHER,"[-79.247033, 41.266737]",407,PA,16225
FORD CITY,"[-79.51222, 40.738407]",6576,PA,16226
FREEPORT,"[-79.662991, 40.703277]",4517,PA,16229
KNOX,"[-79.519404, 41.224518]",7489,PA,16232
LEEPER,"[-79.302179, 41.367074]",487,PA,16233
LIMESTONE,"[-79.299292, 41.133396]",1686,PA,16234
LUCINDA,"[-79.375372, 41.312377]",1281,PA,16235
MC GRANN,"[-79.53086, 40.76929]",3844,PA,16236
MANORVILLE,"[-79.521333, 40.786256]",418,PA,16238
MARIENVILLE,"[-79.130581, 41.462237]",1374,PA,16239
MAYPORT,"[-79.261701, 40.99059]",1058,PA,16240
NEW BETHLEHEM,"[-79.352654, 40.9999]",4698,PA,16242
HUEY,"[-79.510677, 41.039434]",3629,PA,16248
RURAL VALLEY,"[-79.299102, 40.788488]",3499,PA,16249
SHIPPENVILLE,"[-79.433199, 41.247491]",2448,PA,16254
SLIGO,"[-79.480485, 41.11394]",1213,PA,16255
SMICKSBURG,"[-79.161432, 40.837193]",2236,PA,16256
STRATTANVILLE,"[-79.308188, 41.195498]",2086,PA,16258
TEMPLETON,"[-79.449884, 40.941884]",1654,PA,16259
VOWINCKEL,"[-79.274553, 41.378642]",1615,PA,16260
CRAIGSVILLE,"[-79.638525, 40.834442]",3065,PA,16262
OIL CITY,"[-79.691648, 41.431936]",19792,PA,16301
CARLTON,"[-80.020302, 41.481541]",282,PA,16311
CLARENDON,"[-79.171949, 41.730224]",422,PA,16313
COCHRANTON,"[-80.057269, 41.520487]",3010,PA,16314
CONNEAUT LAKE,"[-80.308567, 41.6189]",3849,PA,16316
COOPERSTOWN,"[-79.875676, 41.497998]",506,PA,16317
CRANBERRY,"[-79.719121, 41.337184]",353,PA,16319
EAST HICKORY,"[-79.385483, 41.5691]",282,PA,16321
FRANKLIN,"[-79.83089, 41.404775]",18357,PA,16323
FRYBURG,"[-79.413401, 41.371736]",1880,PA,16326
GUYS MILLS,"[-79.971437, 41.633265]",2825,PA,16327
IRVINE,"[-79.286303, 41.843283]",479,PA,16329
KOSSUTH,"[-79.588249, 41.290215]",43,PA,16331
LICKINGVILLE,"[-79.371516, 41.3789]",22,PA,16332
LUDLOW,"[-78.924345, 41.728409]",612,PA,16333
MARBLE,"[-79.445929, 41.326077]",27,PA,16334
MEADVILLE,"[-80.148787, 41.633847]",31290,PA,16335
PITTSFIELD,"[-79.419619, 41.836629]",3172,PA,16340
PLEASANTVILLE,"[-79.5685, 41.586696]",2211,PA,16341
POLK,"[-79.93461, 41.358315]",3159,PA,16342
RUSSELL,"[-79.127079, 41.946106]",3833,PA,16345
SENECA,"[-79.675902, 41.374436]",3723,PA,16346
SHEFFIELD,"[-79.034814, 41.70053]",2382,PA,16347
SUGAR GROVE,"[-79.318609, 41.947542]",3592,PA,16350
TIDIOUTE,"[-79.375224, 41.703008]",2458,PA,16351
TIONESTA,"[-79.366332, 41.511616]",2293,PA,16353
TITUSVILLE,"[-79.685494, 41.638163]",14509,PA,16354
TOWNVILLE,"[-79.876679, 41.685581]",1047,PA,16360
UTICA,"[-79.940292, 41.479848]",1863,PA,16362
VENUS,"[-79.504765, 41.376113]",534,PA,16364
NORTH WARREN,"[-79.14286, 41.845265]",22507,PA,16365
YOUNGSVILLE,"[-79.318708, 41.853654]",1853,PA,16371
CLINTONVILLE,"[-79.87338, 41.20022]",525,PA,16372
EMLENTON,"[-79.746996, 41.202769]",3119,PA,16373
KENNERDELL,"[-79.739313, 41.284762]",1318,PA,16374
LUNDYS LANE,"[-80.375273, 41.885882]",4286,PA,16401
BEAR LAKE,"[-79.461365, 41.97006]",1042,PA,16402
CAMBRIDGE SPRING,"[-80.028003, 41.794611]",5770,PA,16403
